887,Indeterminate,Indeterminate,Indeterminate
888,Indeterminate,Indeterminate,Indeterminate
889,Indeterminate,Indeterminate,Indeterminate
890,Indeterminate,Indeterminate,Indeterminate
895,-27.0622,-64.7114,57.3237
896,Indeterminate,Indeterminate,Indeterminate
898,Indeterminate,Indeterminate,Indeterminate
899,Indeterminate,Indeterminate,Indeterminate
901,Indeterminate,Indeterminate,Indeterminate
902,Indeterminate,Indeterminate,Indeterminate
903,Indeterminate,Indeterminate,Indeterminate
904,Indeterminate,Indeterminate,Indeterminate
907,Indeterminate,Indeterminate,Indeterminate
908,Indeterminate,Indeterminate,Indeterminate
909,Indeterminate,Indeterminate,Indeterminate
910,Indeterminate,Indeterminate,Indeterminate
911,Indeterminate,Indeterminate,Indeterminate
912,Indeterminate,Indeterminate,Indeterminate
913,Indeterminate,Indeterminate,Indeterminate
918,Indeterminate,Indeterminate,Indeterminate
919,Indeterminate,Indeterminate,Indeterminate
920,Indeterminate,Indeterminate,Indeterminate
922,Indeterminate,Indeterminate,Indeterminate
923,Indeterminate,Indeterminate,Indeterminate
924,Indeterminate,Indeterminate,Indeterminate
926,-2.85,66,-1.04
929,Indeterminate,Indeterminate,Indeterminate
930,Indeterminate,Indeterminate,Indeterminate
932,Indeterminate,Indeterminate,Indeterminate
938,Indeterminate,Indeterminate,Indeterminate
939,Indeterminate,Indeterminate,Indeterminate
941,Indeterminate,Indeterminate,Indeterminate
943,Indeterminate,Indeterminate,Indeterminate
945,Indeterminate,Indeterminate,Indeterminate
949,Indeterminate,Indeterminate,Indeterminate
950,Indeterminate,Indeterminate,Indeterminate
951,Indeterminate,Indeterminate,Indeterminate
952,Indeterminate,Indeterminate,Indeterminate
953,Indeterminate,Indeterminate,Indeterminate
954,Indeterminate,Indeterminate,Indeterminate
955,Indeterminate,Indeterminate,Indeterminate
957,Indeterminate,Indeterminate,Indeterminate
960,Indeterminate,Indeterminate,Indeterminate
961,Indeterminate,Indeterminate,Indeterminate
962,Indeterminate,Indeterminate,Indeterminate
963,Indeterminate,Indeterminate,Indeterminate
964,Indeterminate,Indeterminate,Indeterminate
965,Indeterminate,Indeterminate,Indeterminate
966,Indeterminate,Indeterminate,Indeterminate
969,Indeterminate,Indeterminate,Indeterminate
970,Indeterminate,Indeterminate,Indeterminate
971,Indeterminate,Indeterminate,Indeterminate
972,Indeterminate,Indeterminate,Indeterminate
973,-54.9,23.05,-0.01
977,Indeterminate,Indeterminate,Indeterminate
979,Indeterminate,Indeterminate,Indeterminate
981,Indeterminate,Indeterminate,Indeterminate
982,Indeterminate,Indeterminate,Indeterminate
983,Indeterminate,Indeterminate,Indeterminate
984,Indeterminate,Indeterminate,Indeterminate
985,Indeterminate,Indeterminate,Indeterminate
986,Indeterminate,Indeterminate,Indeterminate
987,Indeterminate,Indeterminate,Indeterminate
988,Indeterminate,Indeterminate,Indeterminate
990,Indeterminate,Indeterminate,Indeterminate
1001,Indeterminate,Indeterminate,Indeterminate
1002,Indeterminate,Indeterminate,Indeterminate
1011,-26.22,60.64,51.9
1041,Indeterminate,Indeterminate,Indeterminate
1042,Indeterminate,Indeterminate,Indeterminate
1043,Indeterminate,Indeterminate,Indeterminate
1044,Indeterminate,Indeterminate,Indeterminate
1114,Indeterminate,Indeterminate,Indeterminate
1241,Indeterminate,Indeterminate,Indeterminate
1361,Indeterminate,Indeterminate,Indeterminate
1614,30.4537,63.259,20.4483
2000,Indeterminate,Indeterminate,Indeterminate
2001,Indeterminate,Indeterminate,Indeterminate
2004,Indeterminate,Indeterminate,Indeterminate
2005,Indeterminate,Indeterminate,Indeterminate
2006,Indeterminate,Indeterminate,Indeterminate
2007,Indeterminate,Indeterminate,Indeterminate
2008,Indeterminate,Indeterminate,Indeterminate
2009,Indeterminate,Indeterminate,Indeterminate
2010,Indeterminate,Indeterminate,Indeterminate
2011,Indeterminate,Indeterminate,Indeterminate
2013,Indeterminate,Indeterminate,Indeterminate
2014,Indeterminate,Indeterminate,Indeterminate
2015,Indeterminate,Indeterminate,Indeterminate
2016,Indeterminate,Indeterminate,Indeterminate
2017,Indeterminate,Indeterminate,Indeterminate
2018,Indeterminate,Indeterminate,Indeterminate
2019,Indeterminate,Indeterminate,Indeterminate
2022,Indeterminate,Indeterminate,Indeterminate
2023,Indeterminate,Indeterminate,Indeterminate
2024,Indeterminate,Indeterminate,Indeterminate
2025,Indeterminate,Indeterminate,Indeterminate
2030,Indeterminate,Indeterminate,Indeterminate
2031,Indeterminate,Indeterminate,Indeterminate
2033,Indeterminate,Indeterminate,Indeterminate
2034,Indeterminate,Indeterminate,Indeterminate
2035,Indeterminate,Indeterminate,Indeterminate
2037,Indeterminate,Indeterminate,Indeterminate
2038,Indeterminate,Indeterminate,Indeterminate
2039,Indeterminate,Indeterminate,Indeterminate
2040,Indeterminate,Indeterminate,Indeterminate
2041,Indeterminate,Indeterminate,Indeterminate
2045,Indeterminate,Indeterminate,Indeterminate
2046,Indeterminate,Indeterminate,Indeterminate
2047,Indeterminate,Indeterminate,Indeterminate
2048,Indeterminate,Indeterminate,Indeterminate
2049,Indeterminate,Indeterminate,Indeterminate
2050,Indeterminate,Indeterminate,Indeterminate
2051,Indeterminate,Indeterminate,Indeterminate
2052,Indeterminate,Indeterminate,Indeterminate
2053,Indeterminate,Indeterminate,Indeterminate
2060,Indeterminate,Indeterminate,Indeterminate
2061,Indeterminate,Indeterminate,Indeterminate
2063,Indeterminate,Indeterminate,Indeterminate
2064,Indeterminate,Indeterminate,Indeterminate
2065,Indeterminate,Indeterminate,Indeterminate
2067,Indeterminate,Indeterminate,Indeterminate
2068,Indeterminate,Indeterminate,Indeterminate
2069,Indeterminate,Indeterminate,Indeterminate
2881,Indeterminate,Indeterminate,Indeterminate
2891,Indeterminate,Indeterminate,Indeterminate
2901,Indeterminate,Indeterminate,Indeterminate
3021,-32.935,39.1977,58.8455
3031,Indeterminate,Indeterminate,Indeterminate
3061,Indeterminate,Indeterminate,Indeterminate
3062,Indeterminate,Indeterminate,Indeterminate
3063,Indeterminate,Indeterminate,Indeterminate
3099,Indeterminate,Indeterminate,Indeterminate
3115,Indeterminate,Indeterminate,Indeterminate
3171,Indeterminate,Indeterminate,Indeterminate
3181,Indeterminate,Indeterminate,Indeterminate
3201,Indeterminate,Indeterminate,Indeterminate
3202,Indeterminate,Indeterminate,Indeterminate
3203,Indeterminate,Indeterminate,Indeterminate
3222,Indeterminate,Indeterminate,Indeterminate
3223,Indeterminate,Indeterminate,Indeterminate
3307,Indeterminate,Indeterminate,Indeterminate
3323,Indeterminate,Indeterminate,Indeterminate
3446,Indeterminate,Indeterminate,Indeterminate
4011,39.59,83.12,93.9
4034,Indeterminate,Indeterminate,Indeterminate
4035,Indeterminate,Indeterminate,Indeterminate
4058,Indeterminate,Indeterminate,Indeterminate
4059,Indeterminate,Indeterminate,Indeterminate
4060,Indeterminate,Indeterminate,Indeterminate
4061,Indeterminate,Indeterminate,Indeterminate
